#,,,,,
pl_name,ra,dec,sy_dist,sy_disterr1,sy_disterr2
OGLE-2019-BLG-0299L b,266.6794583,-23.5843111,5830,1210,-1850
OGLE-2019-BLG-0304L b,264.0267083,-26.1459889,6980,910,-900
OGLE-2019-BLG-0362L b,263.46525,-24.8103611,5720,1030,-1570
OGLE-2019-BLG-0362L b,263.46525,-24.8103611,5830,1040,-1550
OGLE-2019-BLG-0468L b,266.406,-24.4472778,4400,1150,-1020
OGLE-2019-BLG-0468L c,266.406,-24.4472778,4400,1150,-1020
OGLE-2019-BLG-0679L b,265.7404167,-27.7728806,5630,1710,-1710
OGLE-2019-BLG-0954L b,267.91325,-29.611,3630,1220,-1640
OGLE-2019-BLG-0960L b,274.0142917,-25.7746667,810,170,-170
OGLE-2019-BLG-0960L b,274.0142917,-25.7746667,700,130,-130
OGLE-2019-BLG-0960L b,274.0142917,-25.7746667,980,210,-210
OGLE-2019-BLG-0960L b,274.0142917,-25.7746667,830,170,-170
OGLE-2019-BLG-1053L b,270.166375,-27.3415833,6700,600,-1000
OGLE-2019-BLG-1053L b,270.166375,-27.3415833,6800,600,-900
OGLE-2019-BLG-1053L b,270.166375,-27.3415833,6800,600,-800
OGLE-2019-BLG-1180L b,269.2465417,-27.9754444,6070,870,-1320
OGLE-2019-BLG-1470L AB c,271.9492083,-27.0335556,5600,1400,-2700
OGLE-2019-BLG-1470L AB c,271.9492083,-27.0335556,5900,1200,-2700
OGLE-2019-BLG-1470L AB c,271.9492083,-27.0335556,5100,1900,-2500
OGLE-2019-BLG-1470L AB c,271.9492083,-27.0335556,6100,1100,-2500
OGLE-2019-BLG-1492L b,270.0964583,-28.6311389,5600,1700,-2200
OGLE-2023-BLG-0836L b,267.186875,-23.7415194,5120,1360,-1610
OGLE-TR-10 b,267.8677483,-29.8764758,1344.97,111.665,-111.665
OGLE-TR-111 b,163.324115,-61.4056976,1068.33,64.795,-64.795
OGLE-TR-113 b,163.1010355,-61.4468591,566.459,11.489,-11.05
OGLE-TR-132 b,162.6440933,-61.9572476,2012.62,231.82,-231.82
OGLE-TR-182 b,167.3279228,-61.0952624,2501.75,399.855,-399.855
OGLE-TR-211 b,160.0598236,-62.4555353,1515.26,109.825,-109.825
OGLE-TR-56 b,269.1479262,-29.5392999,2164.25,614.61,-395.76
OGLE2-TR-L9 b,166.9798793,-61.1462496,1627.63,80.28,-73.2
PDS 70 b,212.0421402,-41.3980405,113.064,0.523,-0.519
PDS 70 c,212.0421402,-41.3980405,113.064,0.523,-0.519
PH2 b,289.7636212,51.962683,343.863,3.631,-3.557
POTS-1 b,203.6087259,-66.5811639,747.959,46.4025,-46.4025
PSR B1257+12 b,195.0149029,12.6823534,600,100,-100
PSR B1257+12 c,195.0149029,12.6823534,600,100,-100
PSR B1257+12 d,195.0149029,12.6823534,600,100,-100
PSR J1719-1438 b,259.7919708,-14.6336,1200,300,-300
PSR J2322-2650 b,350.6443481,-26.8495331,230,90,-50
PZ Tel b,283.2745823,-50.1808952,47.0648,0.1347,-0.1338
Pr0201 b,130.4324005,20.2268164,180.64,2.488,-2.423
Pr0211 b,130.547744,19.276957,182.714,1.063,-1.051
Pr0211 c,130.547744,19.276957,182.714,1.063,-1.051
Proxima Cen b,217.3934657,-62.6761821,1.30119,0.00034,-0.00035
Qatar-1 b,303.3818697,65.1623313,185.615,0.805,-0.797
Qatar-10 b,284.4439052,69.5708373,559.068,6.085,-5.957
Qatar-2 b,207.6554928,-6.8040714,181.374,1.218,-1.203
Qatar-3 b,359.1519716,36.2129562,735.601,33.463,-30.723
Qatar-4 b,4.859275,44.0275965,329.036,2.891,-2.843
Qatar-5 b,7.0539375,42.0613451,367.658,8.089,-7.755
Qatar-6 b,222.2100773,22.1526136,100.848,0.464,-0.46
Qatar-7 b,358.5151344,37.0218242,705.981,26.066,-24.305
Qatar-8 b,157.4123405,70.5270835,281.498,2.588,-2.543
Qatar-9 b,160.748095,60.9641194,213.771,0.84,-0.834
ROXs 12 b,246.6167993,-25.446695,136.65,0.788,-0.779
ROXs 42 B b,247.8125493,-24.545577,143.59,1.542,-1.511
RR Cae b,65.2733756,-48.6542601,21.1916,0.011,-0.011
Ross 128 b,176.9376036,0.7992898,3.37454,0.000805,-0.000805
Ross 458 c,195.1912147,12.3755996,11.5094,0.02025,-0.02025
Ross 508 b,230.9613022,17.4605347,11.2103,0.0107,-0.0107
TAP 26 b,64.715445,17.3878826,121.402,0.569,-0.563
TCP J05074264+2447555 b,76.928,24.799,429,21,-21
TCP J05074264+2447555 b,76.928,24.7989611,505,47,-47
TIC 139270665 b,124.0338967,33.2914532,189.875,1.615,-1.589
TIC 139270665 c,124.0338967,33.2914532,189.875,1.615,-1.589
TIC 172900988 b,128.6616644,31.5539793,250.956,3.254,-3.172
TIC 237913194 b,22.4458116,-60.7399096,306.063,2.051,-2.025
TIC 241249530 b,95.3088995,53.2950203,324.448,3.696,-3.615
TIC 257060897 b,227.5321527,72.7103128,505.703,5.126,-5.025
TIC 279401253 b,57.6572277,-15.0262251,285.584,2.79,-2.738
TIC 279401253 c,57.6572277,-15.0262251,285.584,2.79,-2.738
TIC 365102760 b,305.8398236,54.3943194,555.546,7.699,-7.494
TIC 393818343 b,310.2917002,3.6382967,93.7345,0.3527,-0.35
TIC 46432937 b,83.8689794,-14.5971909,90.5369,0.208,-0.207
TIC 4672985 b,38.4706782,-10.6573827,253.385,2.214,-2.176
TOI-1052 b,337.5102738,-75.6465606,129.804,0.56,-0.555
TOI-1052 c,337.5102738,-75.6465606,129.804,0.56,-0.555
TOI-1062 b,38.1209678,-78.0236828,82.1733,0.1635,-0.1629
TOI-1062 c,38.1209678,-78.0236828,82.1733,0.1635,-0.1629
TOI-1064 b,296.0039349,-47.5620305,68.0726,0.3639,-0.3601
TOI-1064 c,296.0039349,-47.5620305,68.0726,0.3639,-0.3601
TOI-1075 b,309.9712091,-65.4496994,61.4592,0.09435,-0.09435
TOI-1107 b,155.6078632,-82.2188693,281.314,2.031,-2.003
TOI-1130 b,286.3760037,-41.4376399,58.2609,0.17,-0.1691
TOI-1130 c,286.3760037,-41.4376399,58.2609,0.17,-0.1691
TOI-1135 b,193.3963704,85.1294952,114.048,0.308,-0.306
TOI-1136 b,192.1848981,64.8552755,84.5362,0.1583,-0.1577
TOI-1136 c,192.1848981,64.8552755,84.5362,0.1583,-0.1577
TOI-1136 d,192.1848981,64.8552755,84.5362,0.1583,-0.1577
TOI-1136 e,192.1848981,64.8552755,84.5362,0.1583,-0.1577
TOI-1136 f,192.1848981,64.8552755,84.5362,0.1583,-0.1577
TOI-1136 g,192.1848981,64.8552755,84.5362,0.1583,-0.1577
TOI-1173 b,197.6830975,70.7680117,132.353,0.461,-0.458
TOI-1174 b,209.2171751,68.6182106,94.6375,0.2508,-0.2494
TOI-1180 b,214.5557741,82.1937642,72.0238,0.1326,-0.1321
TOI-1181 b,297.2158166,64.3543506,302.819,3.542,-3.462
TOI-1184 b,272.2045196,60.6787845,58.5946,0.078,-0.0778
TOI-1194 b,167.8214811,69.9647749,149.667,0.655,-0.649
TOI-1199 b,166.8806581,61.3525723,248.427,1.792,-1.767
TOI-1201 b,42.2476999,-14.5372835,37.8871,0.0516,-0.0516
TOI-122 b,332.9482355,-58.946085,62.118,0.2165,-0.2151
TOI-1221 b,107.9210254,-65.5088568,138.411,0.387,-0.386
TOI-1224 b,37.1978356,-80.8991053,37.3312,0.0601,-0.0599
TOI-1224 c,37.1978356,-80.8991053,37.3312,0.0601,-0.0599
TOI-1227 b,186.7673635,-72.4518501,100.641,0.573,-0.566
TOI-1231 b,156.74726,-52.4678724,27.6227,0.0609,-0.0609
TOI-1235 b,152.2182549,69.2766204,39.6345,0.0478,-0.0478
TOI-1244 b,256.279559,69.519093,102.551,0.24,-0.24
TOI-1246 b,251.1158702,70.4299917,169.422,0.673,-0.669
TOI-1246 c,251.1158702,70.4299917,169.422,0.673,-0.669
TOI-1246 d,251.1158702,70.4299917,169.422,0.673,-0.669
TOI-1246 e,251.1158702,70.4299917,169.422,0.673,-0.669
TOI-1248 b,259.0235918,63.1056072,168.735,0.602,-0.597
TOI-1249 b,200.5615762,66.3085331,139.49,0.537,-0.533
TOI-125 b,23.5934253,-66.6763495,111.059,0.444,-0.44
TOI-125 c,23.5934253,-66.6763495,111.059,0.444,-0.44
TOI-125 d,23.5934253,-66.6763495,111.059,0.444,-0.44
TOI-1259 A b,282.1001665,79.2564761,118.106,0.375,-0.372
TOI-1260 b,157.1440712,65.8541986,73.5977,0.1607,-0.1601
TOI-1260 c,157.1440712,65.8541986,73.5977,0.1607,-0.1601
TOI-1260 d,157.1440712,65.8541986,73.5977,0.1607,-0.1601
TOI-1266 b,197.9965833,65.8336973,36.0118,0.0295,-0.0295
TOI-1266 c,197.9965833,65.8336973,36.0118,0.0295,-0.0295
TOI-1268 b,198.3885831,62.3053799,109.557,0.545,-0.54
TOI-1269 b,249.6966397,64.559181,172.138,0.696,-0.69
TOI-1272 b,199.1962036,49.8610591,137.572,0.403,-0.401
TOI-1272 c,199.1962036,49.8610591,137.572,0.403,-0.401
TOI-1273 b,214.1208564,58.3902534,177.118,1.222,-1.206
TOI-1278 b,320.4784442,35.648625,75.5759,0.15495,-0.15495
TOI-1279 b,185.0628734,56.2014094,107.055,0.286,-0.284
TOI-128.01,79.5209381,-80.964384,68.4727,0.1192,-0.1188
TOI-1288 b,313.1670294,65.6087833,114.865,0.322,-0.321
TOI-1288 c,313.1670294,65.6087833,114.865,0.322,-0.321
TOI-1294 b,223.0926408,70.4765573,332.648,2.301,-2.271
TOI-1294 c,223.0926408,70.4765573,332.648,2.301,-2.271
TOI-1296 b,256.7706392,70.2384806,323.265,2.845,-2.797
TOI-1298 b,241.3229012,70.1900397,319.036,2.001,-1.978
TOI-132 b,338.3996623,-43.436872,163.678,0.993,-0.981
TOI-1333 b,325.0145363,48.4067674,200.492,1.202,-1.188
TOI-1338 b,92.1330955,-59.5409853,399.017,3.162,-3.113
TOI-1338 c,92.1330955,-59.5409853,399.017,3.162,-3.113
TOI-1347 b,280.3266806,70.2900536,147.476,1.05,-1.035
TOI-1347 c,280.3266806,70.2900536,147.476,1.05,-1.035
TOI-1386 b,334.5041029,54.3190454,146.858,0.687,-0.68
TOI-1386 c,334.5041029,54.3190454,146.858,0.687,-0.68
TOI-139 b,336.4024144,-34.9097131,42.4061,0.0764,-0.0762
TOI-1408 b,313.5110469,72.5806455,139.484,0.418,-0.417
TOI-1408 c,313.5110469,72.5806455,139.484,0.418,-0.417
TOI-1410 c,334.8828486,42.5603141,72.7512,0.1607,-0.1601
TOI-1410.01,334.8828486,42.5603141,72.7512,0.1607,-0.1601
TOI-1411 b,232.946047,47.0555507,32.4778,0.0225,-0.0225
TOI-1416 b,216.9234892,41.9529862,55.0135,0.0775,-0.0772
TOI-1420 b,322.9418092,66.3490054,201.918,0.918,-0.911
TOI-1422 b,354.240829,39.6392793,155.141,0.663,-0.657
TOI-1431 b,316.2036922,55.5880221,148.925,1.034,-1.02
TOI-1437 b,256.1387513,56.842549,103.297,0.183,-0.183
TOI-1439 b,241.7639371,67.8776404,230.306,2.358,-2.311
TOI-1442 b,287.2921006,74.1742762,41.1659,0.0618,-0.0615
TOI-1443 b,297.398678,76.1391776,85.8034,0.2059,-0.2049
TOI-1444 b,305.4749252,70.9437054,125.463,0.337,-0.335
TOI-1448 b,316.324003,57.7710946,73.3345,0.1733,-0.1724
TOI-1450 A b,286.8540627,59.0866254,22.4467,0.0132,-0.0131
TOI-1450 A c,286.8540627,59.0866254,22.4467,0.0132,-0.0131
TOI-1451 b,186.5242821,61.2589289,91.9362,0.2177,-0.2168
TOI-1452 b,290.1739741,73.1951082,30.5212,0.0392,-0.039
TOI-1467 b,19.1146441,49.2331382,37.4418,0.05465,-0.05465
TOI-1468 b,16.6538724,19.2249195,24.7399,0.0469,-0.0467
TOI-1468 c,16.6538724,19.2249195,24.7399,0.0469,-0.0467
TOI-1470 b,10.0891431,61.2133868,51.9503,0.0745,-0.0745
TOI-1470 c,10.0891431,61.2133868,51.9503,0.0745,-0.0745
TOI-1472 b,14.1142611,48.6375168,121.84,1.331,-1.303
TOI-1478 b,126.4337428,-13.5595485,152.892,0.915,-0.905
TOI-150.01,112.965421,-73.6060358,336.267,1.927,-1.905
TOI-1516 b,340.0846204,69.5037313,247.054,1.368,-1.354
TOI-1518 b,352.2675207,67.0348062,225.888,1.69,-1.666
TOI-157 b,73.7014398,-76.6806061,355.683,2.848,-2.804
TOI-1601 b,38.361569,41.0134321,336.608,8.389,-7.998
TOI-163 b,79.7682532,-71.8955269,411.719,8.163,-7.857
TOI-1634 b,56.3906096,37.1122803,35.2736,0.0527,-0.0526
TOI-1634 c,56.3906096,37.1122803,35.2736,0.0527,-0.0526
TOI-1669 b,45.9564744,83.5874273,111.276,0.371,-0.368
TOI-1669 c,45.9564744,83.5874273,111.276,0.371,-0.368
TOI-1670 b,259.0172522,72.1611806,168.067,0.69,-0.684
TOI-1670 c,259.0172522,72.1611806,168.067,0.69,-0.684
TOI-1680 b,292.313979,65.9738018,37.2209,0.0617,-0.0614
TOI-1683.01,65.9796504,27.8223701,51.1884,0.1393,-0.1385
TOI-1685 b,68.5939529,43.0370395,37.6153,0.0728,-0.0725
TOI-169 b,16.7786879,-75.1989452,407.84,4.237,-4.152
TOI-1691 b,272.4041179,86.860343,111.445,0.37,-0.367
TOI-1693 b,90.3083455,34.7730904,30.7947,0.0391,-0.0391
TOI-1694 b,97.7487104,66.3605956,124.68,0.59,-0.584
TOI-1694 c,97.7487104,66.3605956,124.68,0.59,-0.584
TOI-1695 b,21.9217346,72.2966148,45.1309,0.06805,-0.06805
TOI-1696 b,65.280648,48.8198312,64.9172,0.3581,-0.3544
TOI-1710 b,94.2838373,76.21102,81.2271,0.1773,-0.1766
TOI-172 b,316.6318791,-26.6928654,342.831,7.371,-7.071
TOI-1723 b,116.7971978,68.4766845,100.727,0.292,-0.291
TOI-1728 b,120.6116787,64.7971531,60.798,0.13635,-0.13635
TOI-1736 b,43.4344615,69.101345,88.9482,0.3219,-0.3198
TOI-1736 c,43.4344615,69.101345,88.9482,0.3219,-0.3198
TOI-1739 b,240.172481,83.2586589,70.9819,0.1032,-0.1029
TOI-1742 b,257.3288678,71.8766724,72.8871,0.1196,-0.1192
TOI-1749 b,282.7372281,64.419466,99.5561,0.1172,-0.1172
TOI-1749 c,282.7372281,64.419466,99.5561,0.1172,-0.1172
TOI-1749 d,282.7372281,64.419466,99.5561,0.1172,-0.1172
TOI-1751 b,243.4888534,63.5335297,113.335,0.293,-0.291
TOI-1753 b,252.4698351,61.1735768,226.671,2.731,-2.667
TOI-1758 b,354.741581,75.6852317,96.6215,0.3434,-0.3409
TOI-1759 b,326.8516615,62.7538164,40.0654,0.0423,-0.0423
TOI-1775 b,150.1151015,39.4577506,149.234,0.953,-0.942
TOI-1776 b,164.7772913,40.9837182,44.647,0.1534,-0.1523
TOI-178 b,7.3020115,-30.4541159,62.699,0.2074,-0.2061
TOI-178 c,7.3020115,-30.4541159,62.699,0.2074,-0.2061
TOI-178 d,7.3020115,-30.4541159,62.699,0.2074,-0.2061
TOI-178 e,7.3020115,-30.4541159,62.699,0.2074,-0.2061
TOI-178 f,7.3020115,-30.4541159,62.699,0.2074,-0.2061
TOI-178 g,7.3020115,-30.4541159,62.699,0.2074,-0.2061
TOI-1789 b,142.743406,26.5399951,229.067,2.388,-2.34
TOI-1794 b,203.3974857,49.0608433,155.791,0.624,-0.619
TOI-1798.01,211.0939367,46.5192825,113.181,0.309,-0.308
TOI-1798.02,211.0939367,46.5192825,113.181,0.309,-0.308
TOI-1799 b,167.2329152,34.3030149,62.1274,0.1962,-0.195
TOI-1801 b,175.5755995,23.0270335,30.6796,0.1677,-0.1677
TOI-1806.01,166.1181474,30.4585763,55.5211,0.2006,-0.1992
TOI-1807 b,201.2826259,38.9223671,42.5775,0.0622,-0.062
TOI-181 b,352.1725409,-34.4914099,96.2338,0.5781,-0.5714
TOI-1811 b,188.9223576,27.2143766,128.23,0.711,-0.704
TOI-1820 b,187.6867207,27.4520016,248.504,3.648,-3.546
TOI-1823 b,196.2197201,63.753261,71.6456,0.1151,-0.1148
TOI-1824 b,197.7312286,61.7448492,59.4314,0.13,-0.1294
TOI-1836 b,245.9079242,54.6900774,191.649,0.929,-0.92
TOI-1836 c,245.9079242,54.6900774,191.649,0.929,-0.92
TOI-1842 b,201.9626552,9.0306437,223.465,2.26,-2.216
TOI-1853 b,211.4593468,16.9923703,165.105,1.006,-0.994
TOI-1855 b,205.3539534,17.6868719,176.833,1.186,-1.17
TOI-1859 b,279.8317644,69.5228726,224.385,1.173,-1.161
TOI-1860 b,226.4567308,64.0476821,45.864,0.0648,-0.0645
TOI-1898 b,144.5553,23.5467464,79.6682,0.4423,-0.4377
TOI-1899 b,299.4268472,40.1433462,128.438,0.25,-0.25
TOI-1937 A b,116.3707214,-52.3832587,415.135,2.929,-2.889
TOI-198 b,2.2715087,-27.1217452,23.7262,0.02655,-0.02655
TOI-199 b,80.1058735,-59.8954326,102.27,0.191,-0.19
TOI-199 c,80.1058735,-59.8954326,102.27,0.191,-0.19
TOI-1994 b,147.1745753,-51.756564,515.603,9.199,-8.889
TOI-2000 b,146.3970631,-66.6866307,175.713,0.76,-0.754
TOI-2000 c,146.3970631,-66.6866307,175.713,0.76,-0.754
TOI-201 b,87.4017825,-54.910423,113.825,0.347,-0.345
TOI-2010 b,292.1669417,53.4873694,109.19,0.322,-0.32
TOI-2015 b,232.1326528,27.361073,47.3444,0.1133,-0.1126
TOI-2018 b,229.8374423,29.2078771,27.9956,0.0214,-0.0213
TOI-2019 b,234.4317651,48.955206,198.007,0.823,-0.817
TOI-2025 b,282.7952558,82.2454143,335.985,2.434,-2.4
TOI-2046 b,16.1849423,74.3313055,289.668,2.225,-2.191
TOI-2048 b,237.9241066,52.3063083,116.567,0.292,-0.29
TOI-206 b,73.7382202,-62.521874,47.7465,0.11,-0.1095
TOI-2068 b,186.27356,60.4183455,52.9328,0.0586,-0.0586
TOI-2076 b,217.3920159,39.7903991,41.9091,0.0528,-0.0526
TOI-2076 c,217.3920159,39.7903991,41.9091,0.0528,-0.0526
TOI-2076 d,217.3920159,39.7903991,41.9091,0.0528,-0.0526
TOI-2081 b,264.3022634,53.0255666,62.3446,0.08335,-0.08335
TOI-2084 b,259.2545389,72.7470231,114.549,0.342,-0.339
TOI-2088 b,261.3748943,75.8822796,126.46,0.36,-0.358
TOI-2095 b,285.6365235,75.4185135,41.9176,0.05,-0.05
TOI-2095 c,285.6365235,75.4185135,41.9176,0.05,-0.05
TOI-2096 b,151.6186989,74.8272107,48.4809,0.0982,-0.0978
TOI-2096 c,151.6186989,74.8272107,48.4809,0.0982,-0.0978
TOI-2107 b,286.7965405,-58.6968348,236.705,1.934,-1.904
TOI-2109 b,253.1862971,16.5799153,262.041,2.753,-2.698
TOI-2120 b,23.507315,65.5139877,32.1755,0.0529,-0.0528
TOI-2128 b,256.9817998,32.1053027,36.578,0.0344,-0.0343
TOI-2134 b,271.9355015,39.0729269,22.6202,0.016,-0.0159
TOI-2134 c,271.9355015,39.0729269,22.6202,0.016,-0.0159
TOI-2136 b,281.1763433,36.5631318,33.3631,0.06425,-0.06425
TOI-2141 b,258.7623456,18.3403449,77.682,0.2257,-0.2244
TOI-2145 b,263.7580753,40.6950428,224.731,1.102,-1.092
TOI-2152 A b,26.3389717,77.7901231,303.006,3.11,-3.049
TOI-2154 b,71.0281482,84.3642652,296.46,2.174,-2.143
TOI-2158 b,276.8100527,20.5268868,198.473,1.403,-1.383
TOI-216.01,73.9800129,-63.2603301,177.945,0.883,-0.875
TOI-216.02,73.9800129,-63.2603301,177.945,0.883,-0.875
TOI-2180 b,277.94363,56.6506789,116.685,0.267,-0.266
TOI-2184 b,100.8331246,-66.9476563,788.317,13.414,-12.98
TOI-2193 A b,313.691232,-72.8046404,337.064,2.385,-2.351
TOI-2194 b,299.1563393,-31.3351812,19.5711,0.0377,-0.0376
TOI-2196 b,312.3400744,-70.4850723,259.947,2.036,-2.005
TOI-220 b,91.7996988,-61.9972098,90.7402,0.1715,-0.1709
TOI-2202 b,51.2284214,-73.9575458,235.933,1.051,-1.041
TOI-2202 c,51.2284214,-73.9575458,235.933,1.051,-1.041
TOI-2207 b,307.5966925,-44.8876181,373.345,6.487,-6.273
TOI-2236 b,20.1660113,-86.979965,355.59,2.461,-2.427
TOI-2257 b,194.7396141,77.6617157,57.7911,0.1053,-0.1049
TOI-2260 b,247.6669998,49.0467891,101.251,0.284,-0.283
TOI-2266 b,245.2800398,31.5770413,51.6004,0.1297,-0.1291
TOI-2285 b,332.5632644,58.7060934,42.409,0.047,-0.047
TOI-2337 b,290.6198948,60.8539035,536.046,5.977,-5.85
TOI-2338 b,81.3445824,-34.6682491,313.996,1.98,-1.956
TOI-2364 b,89.1300265,-5.0120298,219.614,1.715,-1.689
TOI-2368 b,134.9576234,-48.4884929,210.915,1.181,-1.168
TOI-237 b,353.2435381,-29.416487,38.0749,0.2292,-0.2265
TOI-2373 b,61.6862197,-16.7557546,508.686,7.431,-7.223
TOI-2374 b,319.4982407,-22.0498228,134.655,0.875,-0.864
TOI-2379 b,358.0920465,-53.043156,211.247,1.0895,-1.0895
TOI-238 b,349.2310814,-18.6066463,80.5407,0.2672,-0.2655
TOI-238 c,349.2310814,-18.6066463,80.5407,0.2672,-0.2655
TOI-2384 b,36.1561463,-65.0001957,191.51,2.069,-2.026
TOI-2406 b,8.8060544,-3.3720833,55.419,0.2536,-0.2512
TOI-2411 b,20.9224567,-8.7017944,59.5362,0.2878,-0.2852
TOI-2416 b,57.3389409,-60.7871861,557.733,6.062,-5.935
TOI-2421 b,33.1540208,-35.3909182,327.927,3.248,-3.185
TOI-2427 b,52.2917315,-31.3628665,28.5147,0.0278,-0.0278
TOI-244 b,10.5697537,-36.7179743,22.0337,0.0334,-0.0333
TOI-2443 b,40.1798608,1.1996757,23.9258,0.0232,-0.0233
TOI-2445 b,43.3161555,0.0523366,48.582,0.2487,-0.2462
TOI-2447 b,70.9975864,-31.9066369,148.987,0.615,-0.61
TOI-2459 b,82.1433321,-39.3730456,36.6113,0.0346,-0.0345
TOI-2497 b,90.0625878,11.8840577,285.289,3.564,-3.479
TOI-2498 b,95.4162204,11.2516477,275.265,4.204,-4.082
TOI-251 b,353.0620655,-37.2558629,99.523,0.4374,-0.4336
TOI-2524 b,160.8868435,-1.9126984,438.842,8.172,-7.885
TOI-2525 b,86.8509737,-60.5213081,395.398,2.253,-2.229
TOI-2525 c,86.8509737,-60.5213081,395.398,2.253,-2.229
TOI-2529 b,118.9945352,-52.3548332,296.271,4.289,-4.17
TOI-2545 b,135.5458029,-3.4208194,107.118,0.474,-0.47
TOI-2567 b,288.4656683,66.3479375,504.775,5.219,-5.115
TOI-257 b,47.5172608,-50.8322632,76.9028,0.1953,-0.1943
TOI-2570 b,87.1880397,32.0840435,361.857,6.349,-6.138
TOI-2583 A b,272.2670293,45.3368996,566.189,6.47,-6.328
TOI-2587 A b,115.9317105,-1.073333,373.675,5.953,-5.772
TOI-2589 b,107.4881501,-37.230948,200.273,0.832,-0.826
TOI-260 b,4.7730178,-9.9661505,20.1852,0.0232,-0.0231
TOI-261.01,15.2181412,-24.4239934,114.495,0.557,-0.552
TOI-262 b,32.534687,-31.0706272,43.932,0.1174,-0.1168
TOI-2641 b,171.1303716,-42.7321394,344.045,3.342,-3.279
TOI-2669 b,134.7226445,-13.3125792,393.443,6.457,-6.256
TOI-269 b,75.8462827,-54.1777213,57.0225,0.0757,-0.0756
TOI-270 b,68.4160804,-51.9573937,22.4793,0.01355,-0.01355
TOI-270 c,68.4160804,-51.9573937,22.4793,0.01355,-0.01355
TOI-270 d,68.4160804,-51.9573937,22.4793,0.01355,-0.01355
TOI-2714 b,61.4012482,-14.9267458,597.873,7.886,-7.686
TOI-277 b,19.0766985,-20.9532772,64.6692,0.13825,-0.13825
TOI-2796 b,84.1527191,0.8962788,350.343,6.018,-5.821
TOI-2803 A b,93.1147397,-23.4924956,494.818,6.647,-6.477
TOI-2818 b,119.0598183,-35.1167104,312.674,2.265,-2.233
TOI-2842 b,108.0442066,-10.63934,460.995,7.719,-7.473
TOI-286 b,90.9842762,-60.6663348,59.2293,0.0748,-0.0745
TOI-286 c,90.9842762,-60.6663348,59.2293,0.0748,-0.0745
TOI-2981 b,163.487394,-25.5245988,527.789,7.188,-7.001
TOI-3023 b,165.3158231,-72.3567044,389.916,3.196,-3.146
TOI-3071 b,173.2790517,-56.5033871,485.219,9.044,-8.725
TOI-3082 b,195.9080719,-19.2189845,113.048,0.456,-0.453
TOI-3235 b,207.4738488,-46.0665139,72.811,0.5346,-0.527
TOI-3261 b,47.7285242,-73.531972,300.141,1.082,-1.074
TOI-329 b,351.3210955,-15.6346313,284.388,4.247,-4.125
TOI-332 b,348.0589516,-44.8764852,222.852,3.75,-3.629
TOI-3321 b,265.7603351,-65.0082516,285.895,3.318,-3.244
TOI-3331 A b,271.3241672,-34.107171,217.193,2.748,-2.681
TOI-3353.01,106.5298146,-75.8195594,78.7577,0.1215,-0.1211
TOI-3362 b,155.9841428,-56.8431169,366.987,4.259,-4.164
TOI-3364 b,144.5377709,-49.3352226,277.899,2.505,-2.461
TOI-3568 b,322.6023682,34.7395805,197.906,1.306,-1.289
TOI-3629 b,359.7933851,39.3142556,130.091,0.548,-0.545
TOI-3688 A b,39.2823371,54.8512152,396.378,6.03,-5.855
TOI-3693 b,15.6543938,51.3038918,176.436,1.224,-1.208
TOI-3714 b,69.5523415,39.4580035,112.71,0.586,-0.579
TOI-3757 b,91.0036423,55.0199793,181.139,1.194,-1.179
TOI-3785 b,130.9002258,63.0780768,79.7634,0.2243,-0.223
TOI-3807 b,139.1125648,69.0741284,421.745,4.661,-4.561
TOI-3819 b,121.8632568,29.3886446,558.141,13.045,-12.473
TOI-3884 b,181.5718341,12.5070258,43.1448,0.169,-0.1678
TOI-3894 b,201.3748265,52.7681036,417.365,4.02,-3.946
TOI-3912 b,215.8014956,24.0765639,465.992,6.586,-6.408
TOI-3919 b,208.9447534,40.3918061,604.591,9.023,-8.767
TOI-3976 A b,224.3560083,44.2743223,516.087,5.917,-5.788
TOI-3984 A b,226.3371468,36.7869747,108.883,0.433,-0.428
TOI-4010 b,20.2148196,66.0722009,177.504,0.994,-0.982
TOI-4010 c,20.2148196,66.0722009,177.504,0.994,-0.982
TOI-4010 d,20.2148196,66.0722009,177.504,0.994,-0.982
TOI-4010 e,20.2148196,66.0722009,177.504,0.994,-0.982
TOI-406.01,49.2626428,-42.2441492,31.0597,0.0341,-0.034
TOI-4087 b,217.9257785,83.3727061,301.676,2.225,-2.193
TOI-411 b,54.819538,-42.7630276,62.7792,0.1161,-0.1156
TOI-411 c,54.819538,-42.7630276,62.7792,0.1161,-0.1156
TOI-4127 b,105.4045516,72.4149297,319.632,3.351,-3.283
TOI-4137 b,77.612879,70.391079,334.993,3.313,-3.25
TOI-4145 A b,39.4297435,80.2673838,205.387,1.197,-1.184
TOI-4153 b,335.3934698,82.2160792,423.84,3.665,-3.604
TOI-4184 b,43.8284749,-79.4147039,69.3649,0.3243,-0.3215
TOI-4201 b,90.4747237,-13.461371,189.011,0.9885,-0.9885
TOI-421 b,81.8532824,-14.2767404,74.7969,0.2041,-0.2029
TOI-421 c,81.8532824,-14.2767404,74.7969,0.2041,-0.2029
TOI-4308 b,327.7530693,-43.5623642,108.932,0.642,-0.634
TOI-431 b,83.2692502,-26.7238698,32.5686,0.0312,-0.0311
TOI-431 c,83.2692502,-26.7238698,32.5686,0.0312,-0.0311
TOI-431 d,83.2692502,-26.7238698,32.5686,0.0312,-0.0311
